order,name,description,privacy_policy,genre,age,origin_url
173,Neonwall (English/Chinese/Korean Ver.),"※This content supports PlayStation®Move motion controller. PlayStation®Camera is required while PlayStation®Move is in use.Aim & shoot in this arcade point controller gameEscape your way out of Neonwall by solving puzzles and overcoming a variety of challenging levels. Over the course of the game you will need a combination of skill, concentration and precision to be victorious.• Drag, change color & shoot with your controller• Three game modes. Runner, Puzzle & Time trial• More than 50 levels in 3D• Support for different controller modes• VR supportCopyright:© JanduSoft SL. Licensed to and published by Eastasiasoft Limited. All Rights Reserved.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Action,,https://store.playstation.com/en-sg/product/HP2005-CUSA13849_00-0000000000000001
172,Déraciné (English/Chinese/Korean Ver.),"If a faerie cannot be seen, can it still exist?Set in an old secluded boarding school where six boys and girls, and their aging headmaster, question the truth of an old tale - of faeries that live in the place where time stands still, and have the power to shorten and extend life.Déraciné is a classic adventure game brought to life by the latest VR technology, a virtual adventure that helps us recall the joy of discovery. Created by SIE JAPAN Studio and FROMSOFTWARE, the partnership that brought us Bloodborne.Copyright:©2018 Sony Interactive Entertainment Inc. Developed by FromSoftware, Inc.",,Adventure,,https://store.playstation.com/en-sg/product/HP9000-CUSA11914_00-ASIAFULLGAME0000
166,Prey: Typhon Hunter (English/Chinese Ver.),"Mooncrash includes Prey: Typhon Hunter, an online multiplayer update. Typhon Hunter is a lethal game of hide-and-seek between a single survivor (Morgan Yu) and five other players who stalk, hunt, and hide in plain sight as shape-shifting Mimic aliens. Every object is a potential enemy. Will Morgan or the Mimics prevail?TranStar VR is a single player VR-only campaign included in the Typhon Hunter  update. This campaign puts you in the shoes of various TranStar employees as you complete objectives and solve intricate puzzles on Talos I, just days before the events of Prey.",,"Action, Puzzle, Shooter",,https://store.playstation.com/en-sg/product/HP1003-CUSA12136_00-TYPHON0000000000
155,"ACE COMBAT™ 7: SKIES UNKNOWN (English, Japanese)","Become an ace pilot and soar through photorealistic skies with full 360 degree movement; down enemy aircraft and experience the thrill of engaging in realistic sorties! Aerial combat has never looked or felt better!Project Aces aims to revolutionize the sky with this entry in the series, offering an experience so immersive it feels like you're piloting an actual aircraft! Weather and the environment affect your aircraft and the HUD, adding a sense of extreme realism never felt before in a flight combat game. Epic dogfights await!In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor.",,"Action, Shooter, Unique",,https://store.playstation.com/en-sg/product/EP0700-CUSA07202_00-0000000000000000
174,Paper Dolls (English/Chinese/Korean/Japanese Ver.),"2 PS Move controllers supportedPaper Dolls is a first-person VR horror game with a hint of Asian culture. The story begins with a man driving his daughter to his estranged wife's house. On the road, this man, tortured by depression, was deeply immersed in his past memories. Suddenly, his car crashed and he lost consciousness. When the man woke up, he found himself, daughter-less, in a deserted ancient Chinese house. - Exploring an eerie ancient house with caution, in search of your daughter- Challenge your logical reasoning as the story becomes twisted- The enemy who haunts the place is mysterious, evil, and is behind every danger.- Only by conquering fear can you survive, but when you think it's over, the real story begins.Copyright:©2018 WINKING ENTERTAINMENT CORPORATION All Rights Reserved",,"Adventure, Horror, Adventure",,https://store.playstation.com/en-sg/product/HP2790-CUSA13534_00-PAPERDOLLSINASIA
167,Persona 3: Dancing in Moonlight (English Ver.),"※This item is also offered in a pack. Refunds will not be offered for duplicate purchase. Face-to-face with an enigmatic Velvet Room resident, the SEES are forced to perform at a mysterious dance party. Test your rhythm based gameplay skills and dominate the dance floor!- Soundtrack with songs & remixes from Persona 3- Customizable gameplay- English & Japanese Dual Audio VO- Connect with your teammates on a deeper level※On PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/UP2611-CUSA12636_00-ASIA000000000001
171,Salary Man Escape (English/Chinese/Korean/Japanese Ver.),"Featuring both Regular and PS VR Mode.The following hardware equipments are required to proceed and play in PS VR mode:PlayStation®VRPlayStation®CameraThe following hardware equipments are compatible to proceed and play in PS VR mode:1 PlayStation®Move※This content supports PlayStation®Move motion controller during VR experience. Tired of work? Feeling trapped at your position with no hope of promotion? Vent out your deepest frustrations with Salary Man Escape, a satirical and edgy physics puzzle game about helping a disgruntled Salaryman escape his miserable life. Now featuring both Regular and PS VR Mode. Through clever physics interactions and manipulation of different bricks and platforms, players must reorganize an edifice of unstable bricks, in order to create a route for the salaryman to reach the exit.FEATURES:Physics-Dependent Puzzling: Solving puzzles is all about leveraging physics properties like weight, balance and force. Challenge your brain by both experimenting with solutions as well as thinking ahead!Featuring Full VR Mode: The entire game is playable in PSVR-mode, granting players 360 degrees of freedom to immerse him or herself in the world of Salaryman.Edgy Art Style, 80’s Japan Soundtrack: The game features a minimalistic, monochromatic visual style, contrasted with a cheerful, classic 80’s Japanese soundtrack, to evoke and symbolize the bleak, yet often ironic and humorous existence that is the “Salary Man”.6 Chapters, 78 Levels: The game features over 8 hours of gameplay, with 6 chapters, 60 basic levels and 18 hidden levels. Each chapter introduces a new puzzle mechanic to the mix, making puzzle progression increasingly more complex and versatile.Unlock Hidden Levels and Achievements: Unlock hidden levels (featuring new gameplay mechanics) by collecting the coins scattered throughout the previous levels, often in off-path locations.Copyright:©2012-2018 OASIS GAMES LIMITED. All rights reserved.All trademarks referenced herein are the properties of their respective owners.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Puzzle,,https://store.playstation.com/en-sg/product/UP1847-CUSA12489_00-ASIA000000000000
176,,,,,,https://store.playstation.com/en-sg/product/HP1202-CUSA10898_00-XXXXXXXXXXXXXXXX
175,Transference™ - Digital Edition (English/Chinese/Korean/Japanese Ver.),"Available in VR and Non-VR. Imagine an escape room set in a deranged mind. Experience a first-person exploration game in a chilling new dimension. Shift between three perspectives of a family in this troubled scientist's experiment, and attempt to unravel the mystery hiding in this mind-bending psychological thriller.A THRILLER THAT FEELS LIKE A MOVIEProject yourself into a narrative experience that combines movies with gaming, as you become immersed in an unsettling psychological thriller.SOLVE THE MYSTERY  Recover a fragmented family as you shift between the corrupted consciousness of each individual’s perspective and attempt to piece together their mystery.IT’S YOUR UNIQUE EXPERIENCEIn this first-person narrative mystery, you must explore the walls of this family's home to interpret events and discover your truth.Copyright:© 2018 Ubisoft Entertainment. All Rights Reserved. Transference, the Transference logo, Ubisoft, and the Ubisoft logo are trademarks of Ubisoft Entertainment in the US and/or other countries.In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",,Adventure,,https://store.playstation.com/en-sg/product/JP0001-CUSA09520_00-ASIA000000000000
170,"Tetris® Effect: Connected (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)","Tetris® Effect: Connected is Tetris like you've never seen it, or heard it, or felt it before—an incredibly addictive, unique, and breathtakingly gorgeous reinvention of one of the most popular puzzle games of all time, from the people who brought you the award-winning Rez Infinite and legendary puzzle game Lumines.Music, backgrounds, sounds, special effects—everything, down to the Tetriminos themselves—pulse, dance, shimmer, and explode in perfect sync with how you're playing, making any of the game's 30+ stages and 10+ modes something you'll want to experience over and over again.Plus cross-platform multiplayer modes for competitive and cooperative play!• An exhilarating single-player experience full of surprises.Over 30 different stages, each with its own music, sound effects, graphical style and background that all evolve and change as you play through them.• The Zone is an all-new mechanic designed just for Tetris Effect: Connected!Includes the all-new “Zone” mechanic, where players can stop time (and Tetriminos falling) by entering “the Zone” and either get out of a sticky situation that could otherwise lead to “Game Over,” or rack up extra Line Clears for bonus rewards.• Cross-platform multiplayer lets you play with players from all over the world!Players on different platforms can easily join Friend Match rooms with the new Room ID feature.• A wide variety of competitive and co-op modes!Among the new modes is ""CONNECTED,"" where three players can team up and literally connect their Tetris Matrices to fight against A.I.-controlled Bosses; ""Zone Battle,"" a one-on-one match of standard competitive Tetris, but with a twist: the time-stopping Zone mechanic; and ""Score Attack"" and ""Classic Score Attack,” two single-player versus modes where two players compete separately to see who can get the best score.• Join in on the fun in Spectator mode!Spectator mode is available in Friend Matches. A room can contain up to 8 total people. Spectators can use emotes during the match to liven up the competition.Buy Tetris Effect: Connected digital version for PlayStation®VR from the PlayStation™ Store and you can claim Tetris Effect: Connected digital version for PlayStation®VR2 at a discounted price.If you already own the PlayStation®VR version of this game, you can get the PlayStation®VR2 digital version for a discounted price and you do not need to purchase this product. Owners of a PlayStation®VR disc copy must insert it into the PS5 every time they want to download or play the PlayStation®VR2 digital version. PlayStation®VR game disc owners who buy the PS5 Digital Edition disc-free console will not be able to get the PlayStation®VR2 version for the discounted price.",https://www.tetriseffect.game/privacy-policy-and-user-agreement/,Puzzle,,https://store.playstation.com/en-sg/product/HP0797-CUSA13427_00-ASIAFULLGAME0000
169,Persona Dancing: Endless Night Collection (English Ver.),"※The items offered in this pack can be purchased as a single item. Refunds will not be offered for duplicate purchase.Test your rhythm gameplay skills with the ultimate Persona Dancing bundle! Includes: Persona 3: Dancing in Moonlight, Persona 5: Dancing in Starlight, & Persona 4: Dancing All Night!- Incredible Soundtrack- Customizable gameplay- English & Japanese Dual Audio VO- Connect with your teammates on a deeper levelCopyright:©ATLUS. ©SEGA. All rights reserved.",,"Music/Rhythm, Music/Rhythm",,https://store.playstation.com/en-sg/product/UP2611-CUSA12380_00-ASIA000000000001
177,ASTRO BOT: RESCUE MISSION DEMO (English/Chinese/Korean/Japanese Ver.),"This is a demo for you to experience the new VR platformer action from ASTRO BOT：RESCUE MISSION.Once you download the demo version, you can get a bonus avatar.Captain ASTRO needs your help for a daring mission!Grab your PS VR headset to blast off on an epic adventure to rescue his spaceship’s lost crew-bots.Explore vibrant and immersive worlds PACKED with enemies to fight, secrets to discover, bots to save… and huge bosses to face.Look and lean in any direction to spot danger, judge ASTRO’s every death-defying jump with full 360º vision, and listen out for the crew’s SOS calls in immersive 3D audio.Watch out though… your enemies will be coming for YOU, too.• Help ASTRO run, jump and fight across rooftops, beaches and in the belly of a whale.• Use your whole body to interact with your surroundings and discover secret paths with a full range of vision.• Turn your controller into magical multi-tool gadget, from a hookshot to water cannon, ninja stars and loads more.• Find hidden space chameleons to unlock extra challenges.Because this is a trial version, we do not guarantee all functionality in this trial version.Copyright:© 2018 Sony Interactive Entertainment Inc.",,Action,,https://store.playstation.com/en-sg/product/HP9000-CUSA13558_00-ASIAPFVRDEMO00AS
181,Arizona Sunshine® - Dead Man DLC (English/Chinese/Korean/Japanese Ver.),"Welcome to the final days before the apocalypse! Dead Man DLC drops you at an infested missile base to lead a frantic attempt to stop the zombie outbreak.• A prequel campaign mission • 2-player online co-op functionality• 6 trophies• 3 weapons• Character customizationIn order to play with this additional content, it is necessary to first purchase game disc or full game from PlayStation™Store that is sold separately and update your game with the most recent online update.This program or data to be applied to existing program is only compatible with Asia version (official product) which is distributed by SIE or other official distributors. Compatibility with program or data from other region is not guaranteed.Copyright:©Vertigo Games BV. Developed by Vertigo Games BV and Jaywalkers Interactive. All rights reserved.",,Shooter,,https://store.playstation.com/en-sg/product/JP3575-CUSA09324_00-ASIA000000000001
179,"ASTRO BOT: RESCUE MISSION (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)","DUALSHOCK®4 wireless controller required to play this game.Captain ASTRO needs your help for a daring mission!Grab your VR headset to blast off on an epic adventure to rescue his spaceship’s lost crew-bots.Explore vibrant and immersive worlds PACKED with enemies to fight, secrets to discover, bots to save… and huge bosses to face.Look and lean in any direction to spot danger, judge ASTRO’s every death-defying jump with full 360º vision, and listen out for the crew’s SOS calls in immersive 3D audio.Watch out though… your enemies will be coming for YOU, too.• Help ASTRO run, jump and fight across rooftops, beaches and in the belly of a whale.• Use your whole body to interact with your surroundings and discover secret paths with a full range of vision.• Turn your controller into magical multi-tool gadget, from a hookshot to water cannon, ninja stars and loads more.• Find hidden space chameleons to unlock extra challenges.",,"Action, Action",,https://store.playstation.com/en-sg/product/HP9000-CUSA12307_00-ASIAPLACEHOLDER0
168,Persona 5: Dancing in Starlight (English Ver.),"※This item is also offered in a pack. Refunds will not be offered for duplicate purchase. Face-to-face with enigmatic Velvet Room residents, the Phantom Thieves are forced to perform at a mysterious dance party. Test your rhythm based gameplay skills and steal some hearts on the dance floor!- Soundtrack with songs & remixes from Persona 5- Customizable gameplay- English & Japanese Dual Audio VO- Connect with your teammates on a deeper level※On PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/UP2611-CUSA12380_00-ASIA000000000002
178,Dancing Beauty - Idol Project (English/Chinese Ver.),"※PlayStation®Move motion controller is required to play this content.《Dancing Beauty-Idol Project》is a  love Simulation Game with music&dance in Nijigen style;  While in play, the player acts as a dance instructor, and meets beautiful girls in the training-class.  Through much happy experience The player can interact  with these girl in many kinds of different ways，and you will understand their personality, cultivate intimacy with them, and obtain personal gifts. Certainly,  all girls will show their dancing skills for demonstrating themselves. Using the function of ""how the player chooses to answer,"" gives players the right to decide the trend of the plot. It is also true that the ""multi week"" setting provides a way for players to re-explore and experience stories. And as the number of game weeks increases, the performance of a story (dialogue and animation) will vary with the number of game-weeks and the ""good sense"" of the game.The outcome of the multi-plots story is finally represented by the value of ""goodwill"". To unlock the 4 designated outcomes (perfect, good, medium, poor) with the value of ""good feeling"", combined with the performance of a player in a specific plot (or the answer of choosing).Music production is produced by SONY Music, Vienna Symphony Orchestra, LINKEDTUNE、SQUARE MUSIQ, and industry famous musicians.The voice actors will employ a famous voice actor, kana Azumi, Yoko Higasa, ayaka taketatsu, ayue Sugino and RIE TanakaThis is the first chapter of the PS VR game series “Dancing beauty-Idol Project"".Copyright:©2018 Newcome  Entertainment Co.,Ltd. All rights reservedPurchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/HP1273-CUSA12671_00-0000000000000000
180,The DOOR (English/Chinese/Korean/Japanese Ver.),"Dr. Jacob, an authority on genomic research holed up in a secret lab in the dark forest.He devoted himself to research in the secret lab he created to treat his terminally ill daughter.Then, one day, he is trapped in the lab and everything begins to change.Jacob finds the terrible truth while solving the hidden puzzles to escape from the lab.＜Game Main Features＞1. Immerse yourself in the experience with the VR headset and feel as if you’re actually in the secret room.2. Solve the puzzles by operating, using and combining surrounding objects. Everything can be a clue to your escape.3. Figure out the scenario through dialogues with the characters and hidden clues.4. Gather the diary and secret notes hidden throughout the lab to find out the truth.5. Beware of the monsters roaming the enclosed laboratory.Copyright:© 2018 SKonec Entertainment Co., Ltd., and Youcanstar Co., Ltd. All rights reserved. Published by SKonec Entertainment Co., Ltd.",,"Adventure, Horror, Puzzle",,https://store.playstation.com/en-sg/product/HP1756-CUSA12371_00-THEDOORSKOYCS000
188,ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS (English Ver.),"JEHUTY lives. And there, ANUBIS thrives. ZONE OF THE ENDERS: The 2nd Runner returns with 4K and VR support on PlayStation®4.Relive the experience ZONE OF THE ENDERS: The 2nd Runner -  M∀RS as a full-length remaster of the classic fast-paced 3D robot action game, recreated in VR, native 4K and in full surround sound. Enter JEHUTY’s cockpit and fly through Martian skies!The year is 2174 and the despotic BAHRAM military organisation is using new Orbital Frames robot technology to secure its grip on Mars and Earth. Seizing control of the JEHUTY Orbital Frame, the player is the last hope for the stricken planets. Strike deep at the heart of the BAHRAM army with unrivalled powers! Written and directed by Shuyo Murata, The 2nd Runner - M∀RS is recognised as a masterpiece among space action titles.In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",,Action,,https://store.playstation.com/en-sg/product/UP0101-CUSA10631_00-ASIAPLACEHOLDER0
183,Unearthing Mars 2: The Ancient War (English/Chinese/Korean/Japanese Ver.),"PlayStation®VR Aim Controller supported.You will play the role of Deputy Commander in the ""Unearthing Mars"" mission, trying to unravel the secrets hidden in the Phobos Fragment from the Ark Research Center's closed-door study. Through the Ark Device, you will experience a war across outer space and return to the Earth and Mars of ancient times. You will then embark on a journey to discover the secrets of ancient Mars from the perspective of a high-ranking officer.  Each of the various fast-paced shooting stages features 6 or more guns to choose from. Special skills can be used at critical moments so that you can shuttle between enemies and take your time aiming at weak points to take out enemy generals. You can take advantage of being practically invincible to get familiar with the rhythms of attack. Remember, in-game bosses will constantly be testing your mastery of weapons and skills.Copyright:©2018 WINKING ENTERTAINMENT CORPORATION All Rights ReservedPurchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Shooter,,https://store.playstation.com/en-sg/product/HP2790-CUSA11179_00-ASIAPLACEHOLDER0
187,Fated: The Silent Oath (English/Chinese/Korean/Japanese Ver.),"Set in the mythical age of Vikings, FATED: The Silent Oath tells a tale of courage and sacrifice where an everyday father and husband must do the impossible to save his family from the destruction of the world at the hands of giants of old.This immersive game with stunning visuals showcases the best that VR has to offer, proposing a strong story-driven, narrative experience that focuses on emotion over gameplay.-First-person virtual reality action-adventure game-Highly polished visuals-Fully immersive and emotional journey-Enchanting and captivating musical atmosphere-Strong story-driven, narrative experienceCopyright:©2018 WINKING ENTERTAINMENT CORPORATION All Rights ReservedPurchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Adventure,,https://store.playstation.com/en-sg/product/HP2790-CUSA12865_00-FATEDSILENTASIAA
182,Persona Dancing Allstar Triple Pack (Chinese/Korean Ver.),"*USB storage device is required when using the soundtrack.※This content supports PlayStation®Move motion controller during VR experience. Its a deluxe limited edition including the PS4™ version ""Persona 5 Dancing Star Night"" and the PS4™ version ""Persona 3 Dancing Moon Night"", plus the PS4™ DL version ""Persona 4 Dancing All Night"" in high-definition! Also ""P3D"" & ""P5D"" full soundtrack CDs recorded more than 60 music are included! This is an all-star limited edition only available here which can be enjoyed everything in the Persona dancing world.Copyright:©ATLUS ©SEGA All rights reserved.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/HP0177-CUSA11727_00-ASIAPLACEHOLDER1
186,BugsBox VR (English/Korean/Japanese Ver.),"The Bugs invade Honeyland. Now you should defeat the enemies and keep peace.Everyone can play easily with simple controls. move the character and push the block to defeat the enemy bugs. Various items on the stage are also useful.Now play and enjoy BugsBox with VRFeatures• Classic, Infinity, and Practice mode• simple control • more characters, more stagesCopyright:©2018 PARK ESM CO., LTD. All rights reserved.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Casual,,https://store.playstation.com/en-sg/product/HP1478-CUSA10314_00-BUGSBOXVR0000000
190,Beats Fever (English Ver.),"※PlayStation®Move motion controller is required to play this content.Beats Fever is a VR rhythm game where players enjoy stylish music and catch incoming notes. With licensed tracks from renowned music agencies, easy and intuitive gameplay, high quality graphics and immersive environments, this title is for players of all age groups.Highlights＞ Intuitive gameplay - just hit or slide on the notes (orbs)!＞ 4 beautiful and exciting metropolitan stages＞ 40 licensed music tracks of varied types＞ Fine-tuned timelines and move patterns＞ Replay and challenge your scores!It is a drum & dance arcade game experience in VR, with polished graphics, energetic music, astonishing body moves, and endless fun!Copyright:©2016-2018 Arrowiz. All rights reserved. Beats Fever, Beats Fever logo, Arrowiz and the Arrowiz logo are trademarks of Arrowiz in China and/or other countries.",,"Casual, Family, Music/Rhythm",,https://store.playstation.com/en-sg/product/HP3276-CUSA13604_00-BEATSFEVER0000AS
185,Persona5 Dancing Star Night (Chinese/Korean Ver.),"※This item is also offered in a pack.  Persona 4 Dancing All Night, released in 2015 and got popularity as a new genre of ""Persona"" series that continues to grow ambitiously.Following this, the latest title ""Persona 5"" which was released in 2016 and recorded a huge hit of 2 million shipments worldwide will be released as a sound action game! You can enjoy the sound action that Persona 5's character like the protagonist, Morgana, and Ryuji dance gorgeously with popular music and new arrangements. Also, you can decorate with costumes and items. You can enjoy ""Commu"", the talking event with characters, and the elements for PlayStationVR. The Phantom Thieves dance brilliantly and take your heart!※On PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/HP0177-CUSA11727_00-ASIAPLACEHOLDER0
189,Code51: Mecha Arena (English/Chinese/Korean/Japanese Ver.),"2040 A.D., the world condition continues to deteriorate. Fighting for very limited living resources, World War III had broken among the major forces. The great war exhausted almost all regular energy sources of the world, human civilization was mostly destroyed…People who survived the cataclysm reunited to find new energy sources. During which, they found the so-called Document of Code51, in which a mystery energy substance Code51 has been revealed.With its discovery, mechs were made with this new energy. Warlords rose, factions formed. The union is as fragile as post-apocalyptic humanity. With these giant war gears, factions conflicted for exploiting Code51, another great war is breeding on the bruised earth…Copyright:2018 All logos and copyrights are property of Smellyriver Entertainment Technology Co., Ltd. All rights reserved.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Shooter,,https://store.playstation.com/en-sg/product/HP3391-CUSA10321_00-0000000020180323
184,Persona3 Dancing Moon Night (Chinese/Korean Ver.),"※This item is also offered in a pack.  Persona 4 Dancing All Night, released in 2015 and got popularity as a new genre of ""Persona"" series that continues to grow ambitiously.Following this, Persona 3 which is released in 2006, and still have high popularity through getting theatrical animation and stage, will be released as a sound action game!The familiar characters like the protagonist, Aigis, Yukari, etc. make a vivid fever time! Also, you can decorate with costumes and items. You can enjoy ""Commu"", the talking event with characters, and the elements for PlayStation®VR. Let's enjoy the soul dance of the specialized extracurricular execution squad!※On PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor; for the best PlayStation®VR experience on PS5™ we recommend using a DUALSHOCK®4 wireless controller.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/HP0177-CUSA11726_00-ASIAPLACEHOLDER0
194,SUMMER LESSON: Allison ＆ Chisato (English/Chinese/Korean Ver.),"""And there she is right before your eyes...""With PlayStation®VR, these girls seem to be right before your very eyes. Enjoy this unique communication experience for yourself!■About SUMMER LESSONSUMMER LESSON is a project to explore the potential for VR character interaction experience with continuous content development and delivery.■Interaction with Allison SnowA relaxing summer vacation mini-holiday with blue skies, the sea, and nature. Spend 7 days with Allison in an old Japanese-style house set in a sleepy town by the beach. Let your worries melt away as you chat with her on the porch... It's a healing VR experience!■Interaction with Chisato ShinjoThe young lady of the reknowned Shinjo family lives in a mansion on the outskirts of town. Spend 7 days with Chisato as her home tutor, teaching her about common knowledge and current trends from how to use computers, to opening her eyes to the fun of manga and games.However, ordinary methods won't work with this lady! ""You're employed by me"" she says, as she drags you into her willful antics. A self-assured lady, there's nothing she likes more than seeing you get flustered... Truly a student unlike any you've taught before.What surprises does this mysterious rich girl have in store? It's an exciting VR experience!■Contents・SUMMER LESSON: Allison Snow Seven Days Garden (Basic Game Pack)・SUMMER LESSON: Allison Snow International Exchange on the Porch (Add-on Pack)・SUMMER LESSON: Allison Snow Summer Sky Singing Voice (Add-on Pack)・SUMMER LESSON: Allison Snow Extra Scene Cheering (Outfit & Situation)・SUMMER LESSON: Allison Snow Extra Scene Watermelon Splitting (Outfit & Situation)・SUMMER LESSON: Chisato Shinjo Seven Day Etude (Basic Game Pack)・SUMMER LESSON: Chisato Shinjo Red Carpet Magic Hour (Add-on Pack)・SUMMER LESSON: Chisato Shinjo Refreshing Break Time (Add-on Pack)・SUMMER LESSON: Chisato Shinjo Extra Scene Twilight Youth (Outfit & Situation)・SUMMER LESSON: Chisato Shinjo Extra Scene Live Singing Show (Outfit & Situation)In addition, on PS5™ consoles: PlayStation Camera adaptor for PS Camera is required (no purchase necessary) go to Playstation.com/camera-adaptor.Copyright:©2018 BANDAI NAMCO Entertainment Inc.",,Unique,,https://store.playstation.com/en-sg/product/HP0700-CUSA11674_00-ASIAPLACEHOLDER0
191,"Firewall Zero Hour (English, Korean, Traditional Chinese)","*Internet connection required for all game modes*Active PS Plus membership required.In Firewall Zero Hour, choose from one of 12 contractors hired by anonymous contract handlers and work as a team to either protect or obtain valuable data, housed on a laptop and located in dangerous locations around the globe. Each team’s anonymous contract handler acts as their ‘eye in the sky’ and guides each match by providing objectives and critical information along the way. Accomplish your objectives through highly coordinated teamwork, taking advantage of an arsenal of modern weapons and equipment to succeed.● The power of the PlayStation®4 system and PlayStation®VR come together to deliver a realistic strategic shooter brought to life with the added immersive power of virtual reality.● Choose from 12 playable contractors from around the globe – each with their own individual starting perk. Compliment your chosen contractor with a variety of upgradable weapons, equipment, and skills.PS4™Pro console features vary from title to title. Enhanced play with 1 PlayStation®VR aim controller.Copyright:©2018 Sony Interactive Entertainment LLC. Developed by First Contact Entertainment.",,"Shooter, Shooter",,https://store.playstation.com/en-sg/product/HP9000-CUSA12170_00-ASIAFIREWALL0000
192,"Firewall Zero Hour (English, Korean, Traditional Chinese)","PlayStation®VR Aim controller or DUALSHOCK®4 wireless controller required to play this game.*Internet connection required for all game modes*Active PS Plus membership required.In Firewall Zero Hour, choose from one of 12 contractors hired by anonymous contract handlers and work as a team to either protect or obtain valuable data, housed on a laptop and located in dangerous locations around the globe. Each team’s anonymous contract handler acts as their ‘eye in the sky’ and guides each match by providing objectives and critical information along the way. Accomplish your objectives through highly coordinated teamwork, taking advantage of an arsenal of modern weapons and equipment to succeed.● The power of the PlayStation®4 system and PlayStation®VR come together to deliver a realistic strategic shooter brought to life with the added immersive power of virtual reality.● Choose from 12 playable contractors from around the globe – each with their own individual starting perk. Compliment your chosen contractor with a variety of upgradable weapons, equipment, and skills.PS4™Pro console features vary from title to title. Enhanced play with 1 PlayStation®VR aim controller.",,"Action, Shooter, Shooter",,https://store.playstation.com/en-sg/product/HP9000-CUSA12170_00-FIREWALL00000000
196,Kowloon's Gate VR suzaku Happy Hour Set (English/Chinese/Japanese Ver.),"Happy Hour Set is a great deals product including the following items.- ""Kowloon's gate VR suzaku"" game main part.- The theme ""Kowloon's gate VR suzaku"" for PlayStation®4 in which a new recorded song by Haishima Kuniaki is played.------* By applying the update patch, you can play ""NonVR mode"" which does not require PS VR.------※The items offered in this pack can be purchased as a single item. Welcome to the otherworldly. One album you picked up by chance. You collect peeled shrimp, unlock the seal, trace the memory of the album with the old picture as a clue.Experience the WORLD BEYOND from 20 years back there— A DIVED IN theme park!On this 20 year anniversary, new proposal from Kowloon Gate development team.The town and people changing time to times, walking through the nostalgic space whenever you want. A new non-game VR experience. At the PlayStation® version where we can’t move freely now renewal with the latest technology available to play-through the space in REAL TIME!Copyright:© JETMAN Inc. All Right Reserved.　　 © Sony Music Entertainment(Japan) Inc.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Adventure,,https://store.playstation.com/en-sg/product/JP2726-CUSA08294_00-ASIA000000000000
