Ord,Apk_Name,Matched_Apk_Name,Type,Url,Unity_Eye_Count,Unity_Head_Count,Unity_Environment_Count,Unity_Hand_Count,Unity_Body_Count,Unity_Face_Count,Unreal_Module_Names
242,曼尼·帕奎奧Manny_Boxing_VR_1.04_FNAL,曼尼·帕奎奧 VR,Unity,https://www.appnori.com/policy,1,18,3,28,7,2,NUL
243,最后的发条工The_Last_Clockwinder_1.25_FNAL_The_Last_Clockwinder_1.25_FNAL,最后的发条工,Unity,https://pontoco.com/privacy-policy-chinese,-1,-1,-1,-1,-1,-1,NUL
244,最后的迷宫Last_Labyrinth_1.02_FNAL,最后的迷宫,Unity,https://amata.games/en/support/privacypolicy-zh-cn/,72,29,5,26,77,9,NUL
245,未来战警(5.6.x)_xcop_1.43_FNAL,未来战警,Unity,http://putaoa.com/media/yinsizhengce.html,1,6,2,4,2,8,NUL
246,末世尸潮双重打击Drop_Dead_Dual_Strike_1.5.0_PICO_1.0.3_VTX(5.3.x),末世尸潮：双重打击,Unity,https://soulassembly.com/terms-of-service-cn/,17,45,26,159,95,15,NUL
247,末世曙光2《行尸走肉：圣徒与罪人 – 第 2 章：报应》（有com文件夹）_TWD_SS_CH2_FNAL,末世曙光 2,Unreal,https://skydance.com/sdi-privacypolicy-cn/,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
248,机械奇兵SweetSurrenderVR_1.791_VTX(5.3.x),机械奇兵,Unity,https://salmi.de/privacy/,2,1,18,55,14,1,NUL
249,机甲竞技Ultimechs_1.7.217597_FNAL,MultiBrush,Unity,NUL,-1,-1,-1,-1,-1,-1,NUL
250,板球比赛TheFinalOvers_1.59.2_34_VTX(5.3.x),The Final Overs,Unreal,https://thefinalovers.com/TFO-PrivacyPolicy.pdf,NUL,NUL,NUL,NUL,NUL,NUL,"GeometryMode
WebMMediaFactory
LevelSequenceEditor
FacialAnimationEditor
BspMode
MatineeToLevelSequence
AutomationUtils
GeometryCacheSequencer
ActorLayerUtilities
OpenExrWrapper
TextureAlignMode
UdpMessaging
AISupportModule
ExampleDeviceProfileSelector
AndroidDeviceProfileSelector
EpicLeaderboard
SynthesisEditor
RuntimePhysXCooking
AndroidMediaFactory
PluginUtils
AssetManagerEditor
PlatformCryptoOpenSSL
AndroidMediaEditor
PicoMobile
MotoSynth
Synthesis
ExrReaderGpu
MeshPaintingToolset
ProceduralMeshComponentEditor
GeometryCacheEd
AudioSynesthesia
VariantManagerContentEditor
AudioSynesthesiaCore
TcpMessaging
OnlineBlueprintSupport
AlembicImporter
ActorSequence
BackChannel
AudioCapture
MotoSynthEditor
ProceduralMeshComponent
MobilePatchingUtils
LightPropagationVolumeRuntime
AnimationSharingEd
AndroidDeviceProfileSelectorRuntime
GeometricObjects
ActorSequenceEditor
CustomMeshComponent
PropertyAccessEditor
MediaCompositing
ImgMedia
PicoNeoController
TemplateSequence
OnlineSubsystemUtils
ImgMediaFactory
MediaCompositingEditor
ChunkDownloader
GeometryCacheStreamer
OnlineSubsystemNull
LocationServicesBPLibrary
AndroidMedia
WebMMediaEditor
LowEntryJson
CharacterAI
AudioCaptureEditor
VariantManagerContent
TemplateSequenceEditor
FacialAnimation
LowEntryHttpRequest
UObjectPlugin
AndroidPermission
OnlineSubsystem
MeshPaintEditorMode
ImgMediaEditor
AutomationUtilsEditor
EnvironmentQueryEditor
AssetTags
AlembicLibrary
PlatformCryptoBCrypt
OnlineSubsystemPico
MeshConversion
AnimationSharing
PlatformCrypto
GeometryCache
PicoMobileController
GeometryAlgorithms
ScreenshotTools
AudioSynesthesiaEditor
SignificanceManager
WebMMedia
LightPropagationVolumeEditor
ActorLayerUtilitiesEditor
PlatformCryptoTypes
SoundFields
LowEntryJsonEditor
GeometryCacheTracks
DynamicMesh
AndroidMoviePlayer
"
251,极速空战Shooty_Skies_Overdrive_1.20_VTX(5.3.x),极速空战,Unity,https://shootyskiesoverdrive.com/privacy/index.html,63,11,2,16,1,6,NUL
252,枪战世界Spark_BraveDauntless_CN_2.4.1_VTX(5.3.x),枪战世界,Unity,https://sparkvr.games/PrivatePolicy.html,5,127,6,296,59,14,NUL
253,枪械世界（有com文件夹）_Gun_World_VR_1.0_244_FNAL,VFC格斗家,Unreal,https://www.vfcgame.com/privacy-statements,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
254,枪械俱乐部Gun_Club_VR_1.1.84.246_246_FNAL(5.3.x),枪械俱乐部,Unity,https://thebinarymill.com/privacy.php,17,4,0,68,20,3,NUL
255,枪械突击队Gun_Raiders_0.8.1.4_FNAL,Synth Riders - 幻音骑士,Unity,https://synthridersvr.com/privacy-policy-cn,1,19,26,169,4,0,NUL
256,枪炮故事Guns'n'StoriesBulletproofVR_6.0_FNAL(5.3.x),Aery - Broken Memories VR,Unreal,https://www.epixrgames.com/privacypolicy,NUL,NUL,NUL,NUL,NUL,NUL,"WebMMediaFactory
ApexDestructionEditor
FacialAnimationEditor
AutomationUtils
GeometryCacheSequencer
BlastAuthoring
PaperSpriteSheetImporter
PhysXVehiclesEditor
ModelingToolsEditorMode
OpenExrWrapper
ProxyLODMeshReduction
UdpMessaging
AISupportModule
ExampleDeviceProfileSelector
ApexDestruction
AndroidDeviceProfileSelector
DataprepLibraries
Paper2D
PlatformCryptoSwitch
RuntimePhysXCooking
AndroidMediaFactory
SmartSnapping
BlastCore
Paper2DEditor
PlatformCryptoOpenSSL
AssetManagerEditor
AndroidMediaEditor
PicoMobile
EditableMesh
ProceduralMeshComponentEditor
GeometryCacheEd
PolygonModeling
VariantManagerContentEditor
TcpMessaging
OnlineBlueprintSupport
AlembicImporter
ActorSequence
BackChannel
AudioCapture
AppleImageUtils
ProceduralMeshComponent
MobilePatchingUtils
LightPropagationVolumeRuntime
AnimationSharingEd
MeshEditor
AndroidDeviceProfileSelectorRuntime
GeometricObjects
ActorSequenceEditor
CustomMeshComponent
ArchVisCharacter
MediaCompositing
ImgMedia
PicoNeoController
OnlineSubsystemUtils
ImgMediaFactory
MediaCompositingEditor
OnlineSubsystemNull
PaperTiledImporter
PhysXVehicles
LocationServicesBPLibrary
DatasmithContent
AndroidMedia
WebMMediaEditor
DataprepEditor
DataprepCore
CharacterAI
AudioCaptureEditor
EditorScriptingUtilities
VariantManagerContent
FacialAnimation
UObjectPlugin
AndroidPermission
OnlineSubsystem
ImgMediaEditor
AutomationUtilsEditor
AssetTags
AlembicLibrary
MeshSolverUtilities
PlatformCryptoBCrypt
OnlineSubsystemPico
MeshConversion
AnimationSharing
PlatformCrypto
NetcodeUnitTest
GeometryCache
PicoMobileController
GeometryAlgorithms
GoogleCloudMessaging
ScreenshotTools
SignificanceManager
WebMMedia
LightPropagationVolumeEditor
AppleImageUtilsBlueprintSupport
CableComponent
PlatformCryptoTypes
GeometryCacheTracks
DatasmithContentEditor
DynamicMesh
AndroidMoviePlayer
"
257,桌游派对Table_Party_1.0.3_FNAL,PartyOn,Unity,NUL,-1,-1,-1,-1,-1,-1,NUL
258,梦之境Realm_of_Dream_1.0.4,Aery Dreamscape VR,Unity,https://www.epixrgames.com/privacypolicy,3,4,0,25,6,0,NUL
259,梦境世界Dreamworld_2.2.0_(CN)_Dreamworld_2.2.0_(CN),Aery Dreamscape VR,Unreal,https://www.epixrgames.com/privacypolicy,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
260,植物大战僵尸Plants_VS_Zombies_XR_0.1_(中文),SimplePlanes VR,Unity,https://jundroo.com/privacypolicychinese.html,0,0,0,0,1,4,NUL
261,模拟赛车驾驶V-Speedway_1.1.4,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,0,5,0,7,0,0,NUL
262,模拟鼓手Paradiddle_0.7.6_VTX(5.3.x),模拟鼓手,Unreal,NUL,NUL,NUL,NUL,NUL,NUL,NUL,"GeometryMode
Niagara
PicoXRDPHMD
WebMMediaFactory
SubstanceEditor
LevelSequenceEditor
FacialAnimationEditor
BspMode
NiagaraEditor
MatineeToLevelSequence
AutomationUtils
OodleDataCompressionFormat
SMSystem
GeometryCacheSequencer
ActorLayerUtilities
FMODStudioEditor
PaperSpriteSheetImporter
VRExpansionPlugin
PhysXVehiclesEditor
OpenExrWrapper
TextureAlignMode
ChaosNiagara
NiagaraAnimNotifies
AISupportModule
UdpMessaging
ExampleDeviceProfileSelector
AnalyticsBlueprintLibrary
SynthesisEditor
Paper2D
RuntimePhysXCooking
AndroidMediaFactory
LowEntryExtendedStandardLibraryEditor
SmartSnapping
Paper2DEditor
PluginUtils
AssetManagerEditor
PlatformCryptoOpenSSL
AndroidMediaEditor
LowEntryExtendedStandardLibrary
MotoSynth
EditableMesh
Synthesis
SubstanceLiveLink
ExrReaderGpu
MeshPaintingToolset
ProceduralMeshComponentEditor
GeometryCacheEd
AudioSynesthesia
PicoXRMRC
SpeedTreeImporter
VariantManagerContentEditor
AudioSynesthesiaCore
TcpMessaging
OnlineBlueprintSupport
AlembicImporter
ActorSequence
BackChannel
AudioCapture
ChaosCloth
CameraShakePreviewer
AppleImageUtils
MotoSynthEditor
ProceduralMeshComponent
VRExpansionEditor
MobilePatchingUtils
LightPropagationVolumeRuntime
AnimationSharingEd
PythonScriptPlugin
GeometricObjects
ActorSequenceEditor
CustomMeshComponent
PropertyAccessEditor
ArchVisCharacter
PD_MIDIDevice
OpenVRExpansionPlugin
MediaCompositing
ImgMedia
PlanarCut
TemplateSequence
OnlineSubsystemUtils
PicoXRInput
PicoXRDPInput
ImgMediaFactory
MediaCompositingEditor
ChunkDownloader
GameplayCameras
GeometryCacheStreamer
OnlineSubsystemNull
PaperTiledImporter
FMODStudio
FractureEditor
ImgMediaEngine
PhysXVehicles
SubstanceCore
LocationServicesBPLibrary
DatasmithContent
AndroidMedia
WebMMediaEditor
SubstanceLink
CharacterAI
NiagaraVertexFactories
AudioCaptureEditor
TweenMaker
EditorScriptingUtilities
VariantManagerContent
TemplateSequenceEditor
PythonScriptPluginPreload
FacialAnimation
UObjectPlugin
AndroidPermission
OnlineSubsystem
MeshPaintEditorMode
SMSystemEditor
ImgMediaEditor
AutomationUtilsEditor
EnvironmentQueryEditor
AssetTags
AlembicLibrary
PlatformCryptoBCrypt
OnlineSubsystemPico
MeshConversion
NiagaraCore
AnimationSharing
SMExtendedRuntime
NiagaraEditorWidgets
PlatformCrypto
GeometryCache
OodleNetworkHandlerComponent
PicoXRHMD
GeometryAlgorithms
GoogleCloudMessaging
CascadeToNiagaraConverter
NiagaraShader
ScreenshotTools
AudioSynesthesiaEditor
SignificanceManager
WebMMedia
SMPreviewEditor
LightPropagationVolumeEditor
ActorLayerUtilitiesEditor
AppleImageUtilsBlueprintSupport
CableComponent
PlatformCryptoTypes
SoundFields
GeometryCacheTracks
ChaosClothEditor
DatasmithContentEditor
SMExtendedEditor
DynamicMesh
AndroidMoviePlayer
"
263,欧米茄飞行员Omega_Pilot_1.0.3.20_HTS_Omega_PIlot_1.0.3.20_HTS,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,12,1,6,62,16,3,NUL
264,歌利亚：玩转现实Goliath_1.9.11_FAVTX,哥利亚：玩转现实,Unity,NUL,2,2,5,91,10,0,NUL
265,死亡地平线DeathHorizon_1.0.4_FNAL(5.3.x),VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,76,36,32,145,52,2,NUL
266,死亡瞬间（有com文件夹）_Dead_Second_0.70_FNAL,《死亡瞬间》,Unity,https://spungegames.com/privacy-policy-ch/,22,11,6,90,56,19,NUL
267,死亡预感Presentiment_Of_Death_1.0.3_FNAL,死亡预感,Unity,https://xocus.co/privacypolicy_ch,0,1,0,9,0,3,NUL
268,毒蛇行动OPERATION_SERPENS_2.1_29_FAVTX(5.3.x),Operation Warcade,Unity,https://www.ivanovichgames.com/privacy.html,9,8,4,34,27,0,NUL
269,气球总动员 Party_Crashers-Balloons_1.8_FNAL,气球总动员,Unreal,https://larp.shambala.cn/privacy.html,NUL,NUL,NUL,NUL,NUL,NUL,"GeometryMode
Niagara
LevelSequenceEditor
FacialAnimationEditor
BspMode
NiagaraEditor
MatineeToLevelSequence
OnlineSubsystemGooglePlay
AutomationUtils
GeometryCacheSequencer
ActorLayerUtilities
BlueprintJson
PhysXVehiclesEditor
OpenExrWrapper
TextureAlignMode
ChaosNiagara
InputBlueprintNodes
NiagaraAnimNotifies
AISupportModule
UdpMessaging
ExampleDeviceProfileSelector
AndroidDeviceProfileSelector
RuntimePhysXCooking
AndroidMediaFactory
GameplayAbilitiesEditor
PluginUtils
AssetManagerEditor
PlatformCryptoOpenSSL
AndroidMediaEditor
MotoSynth
EditableMesh
ExrReaderGpu
ProceduralMeshComponentEditor
GeometryCacheEd
SpeedTreeImporter
VariantManagerContentEditor
TcpMessaging
OnlineBlueprintSupport
AlembicImporter
PerceptionExtension
PICOXRMRC
ActorSequence
BackChannel
AudioCapture
ChaosCloth
MotoSynthEditor
ProceduralMeshComponent
MobilePatchingUtils
UnLuaDefaultParamCollector
PICOXRInput
LightPropagationVolumeRuntime
AnimationSharingEd
AndroidDeviceProfileSelectorRuntime
GeometricObjects
ActorSequenceEditor
CustomMeshComponent
UniversalVoiceChatPro
MultiPlayer
PropertyAccessEditor
ArchVisCharacter
PICOXRHMD
MediaCompositing
ImgMedia
PlanarCut
TemplateSequence
OnlineSubsystemUtils
ImgMediaFactory
MediaCompositingEditor
GeometryCacheStreamer
AnimGraphIK
PICOXREditor
FractureEditor
PhysXVehicles
LocationServicesBPLibrary
DatasmithContent
AndroidMedia
GameplayAbilities
CharacterAI
NiagaraVertexFactories
AudioCaptureEditor
GameplayTagsEditor
VariantManagerContent
TemplateSequenceEditor
UnLuaEditor
FacialAnimation
UObjectPlugin
AndroidPermission
OnlineSubsystem
PicoSpatialAudio
EnhancedInput
ImgMediaEditor
AutomationUtilsEditor
InputEditor
EnvironmentQueryEditor
AnimIK
AssetTags
UnLua
AlembicLibrary
PlatformCryptoBCrypt
OnlineSubsystemPico
RenderDocPlugin
MeshConversion
NiagaraCore
AnimationSharing
NiagaraEditorWidgets
PlatformCrypto
GeometryCache
Functional
GeometryAlgorithms
NiagaraShader
ScreenshotTools
SignificanceManager
PicoSpatialAudioEditor
LightPropagationVolumeEditor
ActorLayerUtilitiesEditor
CableComponent
PlatformCryptoTypes
SoundFields
GeometryCacheTracks
ChaosClothEditor
DatasmithContentEditor
DynamicMesh
AndroidMoviePlayer
"
270,水果忍者2 Fruit_Ninja_2_1.9.1.646485_FNAL,水果忍者2,Unity,https://www.halfbrick.com/vr-privacy-policy-cn,13,13,12,175,25,1,NUL
271,水果忍者FruitNinja_1.7.4.3_FNAL(5.3.x),水果忍者,Unity,NUL,0,6,0,7,10,11,NUL
272,水果忍者_Fruitninjavr_v1.7.4.1(5.3.x),水果忍者,Unity,NUL,0,6,0,7,10,11,NUL
273,水母Jellyfish_1.0.6_FNAL,A Fisherman's Tale,Unity,https://vertigo-games.com/privacy-policy/,4,2,8,1,9,1,NUL
274,永恒国度Realms_of_Eternity_0.6.9_FNAL(5.3.x),永恒国度,Unity,https://www.vrkemono.com/privacy-policy/,8,4,4,101,23,17,NUL
275,永恒对决Quantaar_1.012_FNAL_Quantaar_1.012_FNAL,永恒对决,Unreal,https://cn.quantaar.com/隐私政策/,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
276,永恒星光Eternal_Starlight_1.5.914_HTS,《永恒星光》,Unity,https://www.starlight-vr.com/pages/privacy.html,2,13,4,55,23,2,NUL
277,永恒杀戮Everslaught_1.0.12_FNAL_Everslaught_1.0.12_FNAL,The Final Overs,Unity,https://thefinalovers.com/TFO-PrivacyPolicy.pdf,-1,-1,-1,-1,-1,-1,NUL
278,求生国度（有com文件夹）_Survival_Nation_1.3.10_FNAL,Operation Warcade,Unity,https://www.ivanovichgames.com/privacy.html,0,0,0,2,0,0,NUL
279,油画模拟器Vermillion_1.3.3f3_FNAL,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,5,11,2,150,26,0,NUL
280,法老王的秘宝The_Secret_Pyramid_1.0.2_FNAL(5.3.x),法老王的秘宝,Unity,https://linkupxr.oss-cn-shenzhen.aliyuncs.com/Common/%E9%9B%B7%E6%B0%AA%E6%B2%89%E6%B5%B8%E9%9A%90%E7%A7%81%E6%94%BF%E7%AD%96.pdf,13,45,18,79,22,0,NUL
281,泡泡运动会VRCrazy_World_VR_1.077_FNAL,泡泡运动会,Unity,https://pixelitygames.com/privacy-policy/,52,24,14,204,104,11,NUL
282,泰山VR（有com文件夹）_Tarzan_VR_2.6_FNAL(5.3.x),VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,43,29,17,184,83,33,NUL
283,洞穴挖掘机2CaveDigger2_0.9.46.1_FAVTX(5.3.x),洞穴挖掘机 2：更努力地挖掘,Unity,https://vrkiwi.org/what-vr/eula-privacy-policy/,6,15,47,97,25,14,NUL
284,派对达人Party_Pumper_1.2_FNAL,Party Pie,Unity,http://www.is-vr.com/Privacy.txt,73,25,16,88,38,26,NUL
285,浪客_佣兵传说(5.6.x)_Crimen-Mercenary_Tales_1.0_18437_FNAL_Crimen-Mercenary_Tales_1.0_18437_FNAL,浪客：佣兵传说.,Unreal,https://crimen-vr.com/wp-content/uploads/2023/05/Crimen_Chinese_Privacy_Policy.pdf,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
286,海上花园（有com文件夹）_海上花园 Garden_of_the_Sea,海上花园,Unity,https://neatcorporation.com/privacypolicy_china/,11,48,7,87,49,3,NUL
287,海岛余生TillTomorrow_0.6.1.3_FNAL,海岛余生,Unity,https://fvworks.github.io/TillTomorrow/privacy_cn/,0,2,5,10,0,0,NUL
288,消消乐 XiaoXiaoLe_0.8_(CN)_FNAL,VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,0,0,0,3,0,0,NUL
289,消消动物园ExtinctionZoo_1.0.3_FNAL(5.3.x),Operation Warcade,Unity,https://www.ivanovichgames.com/privacy.html,0,0,0,4,5,0,NUL
290,淤基碁吕物语（需要复制com文件夹）_Onogoro_1.1.0222_FNAL,淤能碁吕物语,Unity,https://amata.games/en/support/privacypolicy-zh-cn/,47,22,9,214,65,7,NUL
291,深海魅光Biolum_0.1.0.265_VTX,深海魅光,Unity,NUL,0,0,0,1,0,0,NUL
292,渔夫的故事（有com文件夹）_A_Fishermans_Tale_1.076_FNAL,A Fisherman's Tale,Unreal,https://vertigo-games.com/privacy-policy/,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
293,湮灭_RIP_1.21,VFC格斗家,Unreal,https://www.vfcgame.com/privacy-statements,NUL,NUL,NUL,NUL,NUL,NUL,"349203: No .uplugin file
"
294,滑板VR_Skater-SL_1.1_FNAL_VR_Skater-SL_1.1_FNAL,VFC格斗家,Unreal,https://www.vfcgame.com/privacy-statements,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
295,漂移 极速世界DashDash_World_4.0.5_(CN)_DashDash_World_4.0.5_FNAL,激燃快鼓Smash Drums,Unreal,https://privacy.smashdrums.com/,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
296,演讲大师_SpeechMaster_1.0.4,Beat Blaster,Unity,https://www.ivanovichgames.com/privacy.html,69,8,4,20,6,0,NUL
297,漫步 开加速器Wander_0.3522_FNAL,Wonderglade,Unity,https://www.resolutiongames.com/privacy,0,0,0,0,1,0,NUL
298,漫步闲游：迷你高尔夫Walkabout_Mini_Golf_4.0_15460_FNAL(5.3.x),漫步闲游：迷你高尔夫,Unity,https://www.mightycoconut.com/privacypolicy,1,22,11,42,6,1,NUL
299,激燃快鼓Smash_Drums_3.2.0_FNAL,激燃快鼓Smash Drums,Unity,https://privacy.smashdrums.com/,83,28,19,81,36,13,NUL
300,火箭冰鞋RocketSkates_1.0.6_FNAL(5.3.x),火箭冰鞋,Unity,https://www.epixrgames.com/privacypolicy,72,10,8,46,8,1,NUL
301,灭亡之后：凛冬After_The_Fall_1.37240.41048_After_The_Fall_1.8.41048_FNAL,The Final Overs,Unity,https://thefinalovers.com/TFO-PrivacyPolicy.pdf,-1,-1,-1,-1,-1,-1,NUL
302,灭亡之后：凛冬（有com文件夹）_After_The_Fall_1.8.41048_FNAL,The Final Overs,Unity,https://thefinalovers.com/TFO-PrivacyPolicy.pdf,-1,-1,-1,-1,-1,-1,NUL
303,灵魂之逝：来生（有com文件夹）_Wraith_The_Oblivion-Afterlife_1.3.5.4_FNAL,灵魂之逝：来生,Unreal,https://fasttravelgames.com/privacy-policy,NUL,NUL,NUL,NUL,NUL,NUL,"817320: No main.obb.png
"
304,炼金士与骑士(5.6.x)_Mixture_1.0.268_FNAL_Mixture_1.0.268_FNAL,Mixture:炼金士与骑士,Unity,https://www.playedwithfire.com/mixture-privacypolicy-cn/,0,5,3,68,10,0,NUL
305,烧烤保卫战Beers_And_Boomerangs_0.6.6_FNAL,烧烤保卫战,Unity,https://beersandboomerangs.com/policy_pico,0,0,0,16,1,0,NUL
306,热血橄榄球2MD_VR_Football_Unleashed_All-Star_1.01_VTX(5.3.x),热血橄榄球运动,Unity,NUL,3,0,1,12,0,0,NUL
307,燃鼓英雄Drums_Rock_1.050_FNAL(5.3.x),激燃快鼓Smash Drums,Unity,https://privacy.smashdrums.com/,11,1,7,54,15,1,NUL
308,燥热SuperHot_1.90_FNAL(5.3.x),SUPERHOT VR,Unity,https://superhotgame.com/privacy-policy,70,58,18,82,103,14,NUL
309,爆裂厨房CookingSimulatorVR_1.0.12.1_CookingSimulatorVR_1.0.12.1_FNAL,First Person Tennis - The Real Tennis Simulator,Unity,https://sites.google.com/view/fptprivacypolicy/privacy-policy-cn,25,13,6,199,40,19,NUL
310,爆裂厨房_CookingSimulatorVRcrack_1.0.11.0,First Person Tennis - The Real Tennis Simulator,Unity,https://sites.google.com/view/fptprivacypolicy/privacy-policy-cn,25,13,6,199,40,19,NUL
311,爆裂球拍(5.6.x)_Racket_NX_2.8.18_FNAL,爆裂球拍：Nx,Unity,https://racketnx-config.s3-us-west-1.amazonaws.com/racket-nx-privacy.html,2,9,35,10,4,0,NUL
312,爆裂节奏（有com文件夹）_Blast_Beat_1.0.0_FNAL,Beat Blaster,Unity,https://www.ivanovichgames.com/privacy.html,4,8,0,15,3,0,NUL
313,爱丽丝前传 兔子洞The_Rabbit_Hole_1.9.6_FNAL(5.3.x),爱丽丝前传：误入兔子洞,Unreal,https://beyondframes.com/privacy-policy,NUL,NUL,NUL,NUL,NUL,NUL,"WebMMediaFactory
FacialAnimationEditor
AutomationUtils
GeometryCacheSequencer
PaperSpriteSheetImporter
PhysXVehiclesEditor
OpenExrWrapper
UdpMessaging
AISupportModule
ExampleDeviceProfileSelector
AnalyticsBlueprintLibrary
AndroidDeviceProfileSelector
Paper2D
PlatformCryptoSwitch
RuntimePhysXCooking
AndroidMediaFactory
LowEntryExtendedStandardLibraryEditor
SmartSnapping
Paper2DEditor
PlatformCryptoOpenSSL
AssetManagerEditor
LowEntryExtendedStandardLibrary
AndroidMediaEditor
PicoMobile
EditableMesh
ProceduralMeshComponentEditor
GeometryCacheEd
VariantManagerContentEditor
TcpMessaging
OnlineBlueprintSupport
AlembicImporter
ActorSequence
BackChannel
AudioCapture
AppleImageUtils
ProceduralMeshComponent
MobilePatchingUtils
LightPropagationVolumeRuntime
AnimationSharingEd
AndroidDeviceProfileSelectorRuntime
ActorSequenceEditor
CustomMeshComponent
ArchVisCharacter
MediaCompositing
ImgMedia
PicoNeoController
OnlineSubsystemUtils
ImgMediaFactory
MediaCompositingEditor
OnlineSubsystemNull
PaperTiledImporter
PhysXVehicles
LocationServicesBPLibrary
DatasmithContent
AndroidMedia
WebMMediaEditor
CharacterAI
AudioCaptureEditor
VariantManagerContent
FacialAnimation
UObjectPlugin
AndroidPermission
OnlineSubsystem
ImgMediaEditor
AutomationUtilsEditor
AssetTags
AlembicLibrary
PlatformCryptoBCrypt
OnlineSubsystemPico
AnimationSharing
PlatformCrypto
NetcodeUnitTest
GeometryCache
PicoMobileController
GoogleCloudMessaging
ScreenshotTools
SignificanceManager
WebMMedia
LightPropagationVolumeEditor
AppleImageUtilsBlueprintSupport
CableComponent
PlatformCryptoTypes
GeometryCacheTracks
DatasmithContentEditor
AndroidMoviePlayer
"
314,爱丽丝前传Down_the_Rabbit_Hole_1.02_FNAL(5.3.x),爱丽丝前传：误入兔子洞,Unity,https://beyondframes.com/privacy-policy,64,7,20,26,5,1,NUL
315,猫咪密室逃脱Room_Break_1.22_(中文),猫咪密室逃脱,Unreal,https://kdocs.cn/l/ctjn3eQtCGPr,NUL,NUL,NUL,NUL,NUL,NUL,"766212: no libUE4.so
817320: No main.obb.png
"
316,玩命特攻(5.6.x)_Rampage_4.7_FNAL,玩命特攻,Unity,http://api.mtaction.com/pico/ys.html,3,18,47,91,55,5,NUL
317,玩命特攻Rampage_4.5_(CN)_FNAL,玩命特攻,Unity,http://api.mtaction.com/pico/ys.html,3,18,44,91,53,5,NUL
318,玲子的碎拼Reiko's_Fragments_FNAL(5.3.x),玲子的碎片,Unreal,https://pixelevents-public.s3.us-west-1.amazonaws.com/Pixel-Canvas-Privacy-Policy.pdf,NUL,NUL,NUL,NUL,NUL,NUL,"VaRestPlugin
SubstanceEditor
ApexDestructionEditor
FacialAnimationEditor
CryptoKeysOpenSSL
OnlineSubsystemGooglePlay
AutomationUtils
GeometryCacheSequencer
PaperSpriteSheetImporter
PhysXVehiclesEditor
OpenExrWrapper
UdpMessaging
AISupportModule
ExampleDeviceProfileSelector
ApexDestruction
AndroidDeviceProfileSelector
Paper2D
PlatformCryptoSwitch
RuntimePhysXCooking
AndroidMediaFactory
SmartSnapping
Paper2DEditor
PlatformCryptoOpenSSL
AssetManagerEditor
AndroidMediaEditor
PicoMobile
EditableMesh
SubstanceLiveLink
ProceduralMeshComponentEditor
GeometryCacheEd
TcpMessaging
OnlineBlueprintSupport
AlembicImporter
ActorSequence
BackChannel
AudioCapture
AppleImageUtils
ProceduralMeshComponent
MobilePatchingUtils
CryptoKeys
LightPropagationVolumeRuntime
AnimationSharingEd
AndroidDeviceProfileSelectorRuntime
ActorSequenceEditor
CustomMeshComponent
ArchVisCharacter
MediaCompositing
ImgMedia
PicoNeoController
OnlineSubsystemUtils
ImgMediaFactory
MediaCompositingEditor
OnlineSubsystemNull
PaperTiledImporter
SubstanceCore
PhysXVehicles
LocationServicesBPLibrary
DatasmithContent
AndroidMedia
CharacterAI
AudioCaptureEditor
VariantManagerContent
FacialAnimation
AndroidPermission
OnlineSubsystem
ImgMediaEditor
AutomationUtilsEditor
AlembicLibrary
PlatformCryptoBCrypt
OnlineSubsystemPico
AnimationSharing
PlatformCrypto
NetcodeUnitTest
GeometryCache
PicoMobileController
GoogleCloudMessaging
ScreenshotTools
WebSocket
CurveEditorTools
SignificanceManager
LightPropagationVolumeEditor
AppleImageUtilsBlueprintSupport
CableComponent
SubstanceSource
GeometryCacheTracks
VaRestEditorPlugin
DatasmithContentEditor
AndroidMoviePlayer
"
319,理发师Shave_and_Stuff_1.042_FNAL,Shave & Stuff,Unity,NUL,-1,-1,-1,-1,-1,-1,NUL
320,生存国度Survival_Nation_0.2.18cn_Survival_Nation_0.2.18cn_FNAL,Operation Warcade,Unity,https://www.ivanovichgames.com/privacy.html,0,0,0,0,0,0,NUL
321,由纪YUKI_1.1.3.242_FNAL(5.3.x),VFC格斗家,Unity,https://www.vfcgame.com/privacy-statements,11,1,7,42,14,0,NUL
322,疯狂功夫Crazy_KungFu_0.93.10_FNAL,疯狂功夫,Unity,https://fieldof.vision/PrivacyPolicy.html,2,19,4,70,13,1,NUL
